"bill_id","sub_id","bill_date","bill_year","bill_month","billing_month","period_start","period_end","billed_amount","bill_status","_leakage_flag","first_name","last_name","phone","region","signup_date","subscriber_status","plan_id","plan_name","monthly_fee","plan_data_gb","plan_voice_min","total_data_mb","total_voice_min","total_sms","_data_flag","_data_utilization_pct","ticket_count","open_ticket_count","_resolution_flag","avg_days_to_resolve","churn_date","churn_reason","has_churned"
4908,2770,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",70.00,"Unpaid","REVENUE_LEAK","Robert","Wilson","555-717839","Midwest","2022-05-14","Active","PL004","Premium",70.00,60,1200,20835,1115,272,"WITHIN_ALLOWANCE",33.9,NULL,NULL,NULL,NULL,NULL,NULL,False
4907,2770,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",70.00,"Paid","OK","Robert","Wilson","555-717839","Midwest","2022-05-14","Active","PL004","Premium",70.00,60,1200,12796,345,119,"WITHIN_ALLOWANCE",20.8,NULL,NULL,NULL,NULL,NULL,NULL,False
4910,2771,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","Angela","Williams","555-835530","Midwest","2022-04-14","Active","PL001","Starter",20.00,5,100,16780,685,174,"OVER_ALLOWANCE",327.7,NULL,NULL,NULL,NULL,NULL,NULL,False
4909,2771,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Angela","Williams","555-835530","Midwest","2022-04-14","Active","PL001","Starter",20.00,5,100,18886,282,14,"OVER_ALLOWANCE",368.9,NULL,NULL,NULL,NULL,NULL,NULL,False
4912,2772,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Unpaid","REVENUE_LEAK","Joshua","Perez","555-693890","Midwest","2022-01-29","Active","PL001","Starter",20.00,5,100,28025,1233,102,"OVER_ALLOWANCE",547.4,NULL,NULL,NULL,NULL,NULL,NULL,False
4911,2772,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Joshua","Perez","555-693890","Midwest","2022-01-29","Active","PL001","Starter",20.00,5,100,11460,835,178,"OVER_ALLOWANCE",223.8,NULL,NULL,NULL,NULL,NULL,NULL,False
4914,2773,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","Michelle","Allen","555-211260","Southeast","2022-11-18","Active","PL001","Starter",20.00,5,100,24511,1038,185,"OVER_ALLOWANCE",478.7,NULL,NULL,NULL,NULL,NULL,NULL,False
4913,2773,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Overdue","REVENUE_LEAK","Michelle","Allen","555-211260","Southeast","2022-11-18","Active","PL001","Starter",20.00,5,100,28365,1366,15,"OVER_ALLOWANCE",554.0,1,1,"RESOLVED",49.0,NULL,NULL,False
4916,2774,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Overdue","REVENUE_LEAK","Daniel","Jackson","555-765728","West","2022-04-09","Active","PL001","Starter",20.00,5,100,13004,1252,3,"OVER_ALLOWANCE",254.0,NULL,NULL,NULL,NULL,NULL,NULL,False
4915,2774,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Unpaid","REVENUE_LEAK","Daniel","Jackson","555-765728","West","2022-04-09","Active","PL001","Starter",20.00,5,100,15939,1371,241,"OVER_ALLOWANCE",311.3,NULL,NULL,NULL,NULL,NULL,NULL,False
4918,2775,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Unpaid","REVENUE_LEAK","Michelle","Robinson","555-457825","Northeast","2022-07-09","Active","PL001","Starter",20.00,5,100,24637,689,231,"OVER_ALLOWANCE",481.2,NULL,NULL,NULL,NULL,NULL,NULL,False
4917,2775,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Michelle","Robinson","555-457825","Northeast","2022-07-09","Active","PL001","Starter",20.00,5,100,23843,1149,139,"OVER_ALLOWANCE",465.7,NULL,NULL,NULL,NULL,NULL,NULL,False
4920,2776,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Paid","OK","Steven","Rivera","555-875620","Midwest","2021-02-24","Active","PL003","Plus",50.00,30,600,10997,59,153,"WITHIN_ALLOWANCE",35.8,1,1,"RESOLVED",52.0,NULL,NULL,False
4919,2776,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Steven","Rivera","555-875620","Midwest","2021-02-24","Active","PL003","Plus",50.00,30,600,19964,1387,274,"WITHIN_ALLOWANCE",65.0,NULL,NULL,NULL,NULL,NULL,NULL,False
4922,2777,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Brian","Hall","555-344080","Southeast","2025-06-30","Active","PL002","Standard",35.00,15,300,27561,427,272,"OVER_ALLOWANCE",179.4,NULL,NULL,NULL,NULL,NULL,NULL,False
4921,2777,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Unpaid","REVENUE_LEAK","Brian","Hall","555-344080","Southeast","2025-06-30","Active","PL002","Standard",35.00,15,300,12164,288,138,"WITHIN_ALLOWANCE",79.2,NULL,NULL,NULL,NULL,NULL,NULL,False
4924,2778,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","Diana","Gonzalez","555-532035","West","2024-08-19","Active","PL001","Starter",20.00,5,100,8952,1146,251,"OVER_ALLOWANCE",174.8,NULL,NULL,NULL,NULL,NULL,NULL,False
4923,2778,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Diana","Gonzalez","555-532035","West","2024-08-19","Active","PL001","Starter",20.00,5,100,29605,389,20,"OVER_ALLOWANCE",578.2,NULL,NULL,NULL,NULL,NULL,NULL,False
4926,2779,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",120.00,"Paid","OK","Edward","Williams","555-720723","Southwest","2024-01-05","Active","PL006","Unlimited Max",120.00,1000,3000,27585,488,44,"WITHIN_ALLOWANCE",2.7,NULL,NULL,NULL,NULL,NULL,NULL,False
4925,2779,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",120.00,"Paid","OK","Edward","Williams","555-720723","Southwest","2024-01-05","Active","PL006","Unlimited Max",120.00,1000,3000,27852,961,275,"WITHIN_ALLOWANCE",2.7,NULL,NULL,NULL,NULL,NULL,NULL,False
4928,2780,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Unpaid","REVENUE_LEAK","Michael","Walker","555-433393","Northeast","2022-04-27","Active","PL001","Starter",20.00,5,100,21189,792,113,"OVER_ALLOWANCE",413.8,NULL,NULL,NULL,NULL,NULL,NULL,False
4927,2780,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Michael","Walker","555-433393","Northeast","2022-04-27","Active","PL001","Starter",20.00,5,100,7948,1196,92,"OVER_ALLOWANCE",155.2,NULL,NULL,NULL,NULL,NULL,NULL,False
4930,2781,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Overdue","REVENUE_LEAK","Samantha","Perez","555-436593","Southeast","2023-04-02","Active","PL003","Plus",50.00,30,600,22038,628,22,"WITHIN_ALLOWANCE",71.7,NULL,NULL,NULL,NULL,NULL,NULL,False
4929,2781,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Samantha","Perez","555-436593","Southeast","2023-04-02","Active","PL003","Plus",50.00,30,600,17350,1440,170,"WITHIN_ALLOWANCE",56.5,NULL,NULL,NULL,NULL,NULL,NULL,False
4931,2782,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Unpaid","REVENUE_LEAK","Adam","Garcia","555-268265","Southeast","2023-08-08","Cancelled","PL002","Standard",35.00,15,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-11-27","Other",True
4932,2783,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Frank","Adams","555-436659","Southwest","2025-07-30","Suspended","PL002","Standard",35.00,15,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False
4934,2784,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",90.00,"Paid","OK","Charles","Adams","555-252534","Northeast","2024-01-07","Active","PL005","Family",90.00,120,2000,2684,1285,90,"WITHIN_ALLOWANCE",2.2,NULL,NULL,NULL,NULL,NULL,NULL,False
4933,2784,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",90.00,"Unpaid","REVENUE_LEAK","Charles","Adams","555-252534","Northeast","2024-01-07","Active","PL005","Family",90.00,120,2000,12210,1132,5,"WITHIN_ALLOWANCE",9.9,NULL,NULL,NULL,NULL,NULL,NULL,False
4936,2785,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Unpaid","REVENUE_LEAK","Kimberly","Lee","555-629797","Northeast","2023-03-17","Active","PL003","Plus",50.00,30,600,1127,34,30,"WITHIN_ALLOWANCE",3.7,NULL,NULL,NULL,NULL,NULL,NULL,False
4935,2785,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Kimberly","Lee","555-629797","Northeast","2023-03-17","Active","PL003","Plus",50.00,30,600,28052,351,138,"WITHIN_ALLOWANCE",91.3,NULL,NULL,NULL,NULL,NULL,NULL,False
4938,2786,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Unpaid","REVENUE_LEAK","Angela","Baker","555-243328","Midwest","2025-07-26","Active","PL002","Standard",35.00,15,300,15824,1396,71,"OVER_ALLOWANCE",103.0,NULL,NULL,NULL,NULL,NULL,NULL,False
4937,2786,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Angela","Baker","555-243328","Midwest","2025-07-26","Active","PL002","Standard",35.00,15,300,7560,552,34,"WITHIN_ALLOWANCE",49.2,1,0,"RESOLVED",26.0,NULL,NULL,False
4940,2787,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Jennifer","Lee","555-115482","Midwest","2025-03-12","Active","PL002","Standard",35.00,15,300,29172,755,114,"OVER_ALLOWANCE",189.9,NULL,NULL,NULL,NULL,NULL,NULL,False
4939,2787,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Jennifer","Lee","555-115482","Midwest","2025-03-12","Active","PL002","Standard",35.00,15,300,25707,843,1,"OVER_ALLOWANCE",167.4,NULL,NULL,NULL,NULL,NULL,NULL,False
4942,2788,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Ryan","Harris","555-725192","Midwest","2021-03-07","Active","PL002","Standard",35.00,15,300,14460,1456,167,"WITHIN_ALLOWANCE",94.1,NULL,NULL,NULL,NULL,NULL,NULL,False
4941,2788,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Overdue","REVENUE_LEAK","Ryan","Harris","555-725192","Midwest","2021-03-07","Active","PL002","Standard",35.00,15,300,27635,1,72,"OVER_ALLOWANCE",179.9,1,0,"RESOLVED",57.0,NULL,NULL,False
4944,2789,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",90.00,"Paid","OK","Ryan","Garcia","555-474109","Midwest","2023-08-06","Active","PL005","Family",90.00,120,2000,18249,504,77,"WITHIN_ALLOWANCE",14.9,NULL,NULL,NULL,NULL,NULL,NULL,False
4943,2789,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",90.00,"Paid","OK","Ryan","Garcia","555-474109","Midwest","2023-08-06","Active","PL005","Family",90.00,120,2000,24821,25,278,"WITHIN_ALLOWANCE",20.2,NULL,NULL,NULL,NULL,NULL,NULL,False
4946,2790,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Stephanie","Gonzalez","555-200670","Southwest","2024-02-09","Active","PL002","Standard",35.00,15,300,23774,1111,130,"OVER_ALLOWANCE",154.8,NULL,NULL,NULL,NULL,NULL,NULL,False
4945,2790,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Stephanie","Gonzalez","555-200670","Southwest","2024-02-09","Active","PL002","Standard",35.00,15,300,13057,605,78,"WITHIN_ALLOWANCE",85.0,NULL,NULL,NULL,NULL,NULL,NULL,False
4948,2792,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Deborah","Lee","555-104833","Southwest","2021-05-26","Active","PL002","Standard",35.00,15,300,2871,182,7,"WITHIN_ALLOWANCE",18.7,1,0,"OPEN_NO_RESOLUTION",NULL,NULL,NULL,False
4947,2792,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Deborah","Lee","555-104833","Southwest","2021-05-26","Active","PL002","Standard",35.00,15,300,23653,595,110,"OVER_ALLOWANCE",154.0,NULL,NULL,NULL,NULL,NULL,NULL,False
4950,2793,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Rachel","Moore","555-629142","West","2023-02-14","Active","PL002","Standard",35.00,15,300,19051,44,185,"OVER_ALLOWANCE",124.0,NULL,NULL,NULL,NULL,NULL,NULL,False
4949,2793,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Overdue","REVENUE_LEAK","Rachel","Moore","555-629142","West","2023-02-14","Active","PL002","Standard",35.00,15,300,994,1217,140,"WITHIN_ALLOWANCE",6.5,NULL,NULL,NULL,NULL,NULL,NULL,False
4952,2794,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","Chris","Allen","555-323481","Midwest","2021-04-03","Active","PL001","Starter",20.00,5,100,26903,382,291,"OVER_ALLOWANCE",525.4,NULL,NULL,NULL,NULL,NULL,NULL,False
4951,2794,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Chris","Allen","555-323481","Midwest","2021-04-03","Active","PL001","Starter",20.00,5,100,28795,1294,180,"OVER_ALLOWANCE",562.4,NULL,NULL,NULL,NULL,NULL,NULL,False
4954,2795,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Unpaid","REVENUE_LEAK","Angela","Wright","555-351095","Northeast","2021-11-01","Active","PL003","Plus",50.00,30,600,25637,933,240,"WITHIN_ALLOWANCE",83.5,NULL,NULL,NULL,NULL,NULL,NULL,False
4953,2795,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Angela","Wright","555-351095","Northeast","2021-11-01","Active","PL003","Plus",50.00,30,600,255,865,108,"WITHIN_ALLOWANCE",0.8,NULL,NULL,NULL,NULL,NULL,NULL,False
4956,2796,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Robert","Torres","555-644536","Southeast","2023-01-03","Active","PL002","Standard",35.00,15,300,6921,299,162,"WITHIN_ALLOWANCE",45.1,NULL,NULL,NULL,NULL,NULL,NULL,False
4955,2796,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Overdue","REVENUE_LEAK","Robert","Torres","555-644536","Southeast","2023-01-03","Active","PL002","Standard",35.00,15,300,28213,325,227,"OVER_ALLOWANCE",183.7,NULL,NULL,NULL,NULL,NULL,NULL,False
4958,2797,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",70.00,"Paid","OK","Cynthia","Hall","555-201021","West","2023-03-20","Active","PL004","Premium",70.00,60,1200,22860,144,205,"WITHIN_ALLOWANCE",37.2,NULL,NULL,NULL,NULL,NULL,NULL,False
4957,2797,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",70.00,"Paid","OK","Cynthia","Hall","555-201021","West","2023-03-20","Active","PL004","Premium",70.00,60,1200,15474,510,25,"WITHIN_ALLOWANCE",25.2,NULL,NULL,NULL,NULL,NULL,NULL,False
4960,2798,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Paid","OK","Jason","Martinez","555-567913","Southwest","2022-08-13","Active","PL003","Plus",50.00,30,600,8440,300,50,"WITHIN_ALLOWANCE",27.5,NULL,NULL,NULL,NULL,NULL,NULL,False
4959,2798,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Jason","Martinez","555-567913","Southwest","2022-08-13","Active","PL003","Plus",50.00,30,600,9735,343,168,"WITHIN_ALLOWANCE",31.7,NULL,NULL,NULL,NULL,NULL,NULL,False
4961,2799,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Melissa","Walker","555-299668","Northeast","2022-12-09","Cancelled","PL002","Standard",35.00,15,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-07-26","Moving",True
4962,2800,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Charles","Garcia","555-198250","Southwest","2021-04-21","Suspended","PL003","Plus",50.00,30,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False
4964,2801,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Paid","OK","Samantha","Clark","555-432130","Southeast","2022-05-14","Active","PL003","Plus",50.00,30,600,22103,894,57,"WITHIN_ALLOWANCE",71.9,NULL,NULL,NULL,NULL,NULL,NULL,False
4963,2801,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Samantha","Clark","555-432130","Southeast","2022-05-14","Active","PL003","Plus",50.00,30,600,25863,533,14,"WITHIN_ALLOWANCE",84.2,NULL,NULL,NULL,NULL,NULL,NULL,False
4966,2802,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Joshua","Robinson","555-687417","Midwest","2025-05-30","Active","PL002","Standard",35.00,15,300,18687,526,157,"OVER_ALLOWANCE",121.7,NULL,NULL,NULL,NULL,NULL,NULL,False
4965,2802,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Joshua","Robinson","555-687417","Midwest","2025-05-30","Active","PL002","Standard",35.00,15,300,28454,344,257,"OVER_ALLOWANCE",185.2,NULL,NULL,NULL,NULL,NULL,NULL,False
4968,2803,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Paid","OK","Anthony","Hill","555-356049","Midwest","2023-05-31","Active","PL003","Plus",50.00,30,600,335,154,138,"WITHIN_ALLOWANCE",1.1,NULL,NULL,NULL,NULL,NULL,NULL,False
4967,2803,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Anthony","Hill","555-356049","Midwest","2023-05-31","Active","PL003","Plus",50.00,30,600,5105,1341,260,"WITHIN_ALLOWANCE",16.6,NULL,NULL,NULL,NULL,NULL,NULL,False
4970,2804,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",120.00,"Paid","OK","Laura","Rodriguez","555-660395","Southwest","2023-06-23","Active","PL006","Unlimited Max",120.00,1000,3000,22549,1117,177,"WITHIN_ALLOWANCE",2.2,NULL,NULL,NULL,NULL,NULL,NULL,False
4969,2804,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",120.00,"Paid","OK","Laura","Rodriguez","555-660395","Southwest","2023-06-23","Active","PL006","Unlimited Max",120.00,1000,3000,27617,748,209,"WITHIN_ALLOWANCE",2.7,1,0,"OPEN_NO_RESOLUTION",NULL,NULL,NULL,False
4972,2805,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",70.00,"Paid","OK","Angela","Taylor","555-650781","Southeast","2022-05-19","Active","PL004","Premium",70.00,60,1200,23092,371,173,"WITHIN_ALLOWANCE",37.6,NULL,NULL,NULL,NULL,NULL,NULL,False
4971,2805,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",70.00,"Paid","OK","Angela","Taylor","555-650781","Southeast","2022-05-19","Active","PL004","Premium",70.00,60,1200,14040,197,169,"WITHIN_ALLOWANCE",22.9,NULL,NULL,NULL,NULL,NULL,NULL,False
4974,2806,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Paid","OK","Charles","Wright","555-633569","Southwest","2023-02-15","Active","PL003","Plus",50.00,30,600,21417,1149,223,"WITHIN_ALLOWANCE",69.7,NULL,NULL,NULL,NULL,NULL,NULL,False
4973,2806,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Charles","Wright","555-633569","Southwest","2023-02-15","Active","PL003","Plus",50.00,30,600,22215,1312,278,"WITHIN_ALLOWANCE",72.3,NULL,NULL,NULL,NULL,NULL,NULL,False
4976,2807,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",70.00,"Paid","OK","Steven","Harris","555-856403","Southwest","2024-02-04","Active","PL004","Premium",70.00,60,1200,10907,1359,36,"WITHIN_ALLOWANCE",17.8,NULL,NULL,NULL,NULL,NULL,NULL,False
4975,2807,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",70.00,"Paid","OK","Steven","Harris","555-856403","Southwest","2024-02-04","Active","PL004","Premium",70.00,60,1200,4106,963,41,"WITHIN_ALLOWANCE",6.7,NULL,NULL,NULL,NULL,NULL,NULL,False
4978,2809,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Paid","OK","Emily","Baker","555-902654","West","2022-12-10","Active","PL003","Plus",50.00,30,600,25671,32,109,"WITHIN_ALLOWANCE",83.6,NULL,NULL,NULL,NULL,NULL,NULL,False
4977,2809,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Emily","Baker","555-902654","West","2022-12-10","Active","PL003","Plus",50.00,30,600,14220,699,6,"WITHIN_ALLOWANCE",46.3,NULL,NULL,NULL,NULL,NULL,NULL,False
4980,2811,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Paid","OK","Megan","Carter","555-935013","Northeast","2023-01-10","Active","PL003","Plus",50.00,30,600,22678,808,278,"WITHIN_ALLOWANCE",73.8,NULL,NULL,NULL,NULL,NULL,NULL,False
4979,2811,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Megan","Carter","555-935013","Northeast","2023-01-10","Active","PL003","Plus",50.00,30,600,18096,886,284,"WITHIN_ALLOWANCE",58.9,NULL,NULL,NULL,NULL,NULL,NULL,False
4982,2812,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Unpaid","REVENUE_LEAK","Stephanie","Nguyen","555-227778","Midwest","2022-07-02","Active","PL001","Starter",20.00,5,100,6369,482,139,"OVER_ALLOWANCE",124.4,NULL,NULL,NULL,NULL,NULL,NULL,False
4981,2812,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Overdue","REVENUE_LEAK","Stephanie","Nguyen","555-227778","Midwest","2022-07-02","Active","PL001","Starter",20.00,5,100,18872,1000,6,"OVER_ALLOWANCE",368.6,NULL,NULL,NULL,NULL,NULL,NULL,False
4984,2813,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","Nicole","Jackson","555-852186","Southwest","2021-05-08","Active","PL001","Starter",20.00,5,100,24489,1111,234,"OVER_ALLOWANCE",478.3,1,1,"RESOLVED",29.0,NULL,NULL,False
4983,2813,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Nicole","Jackson","555-852186","Southwest","2021-05-08","Active","PL001","Starter",20.00,5,100,7909,164,135,"OVER_ALLOWANCE",154.5,NULL,NULL,NULL,NULL,NULL,NULL,False
4985,2815,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",70.00,"Paid","OK","Michelle","Lopez","555-580653","West","2022-09-24","Suspended","PL004","Premium",70.00,60,1200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False
4987,2816,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","Elizabeth","Smith","555-875565","Northeast","2025-01-09","Active","PL001","Starter",20.00,5,100,9615,310,120,"OVER_ALLOWANCE",187.8,NULL,NULL,NULL,NULL,NULL,NULL,False
4986,2816,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Elizabeth","Smith","555-875565","Northeast","2025-01-09","Active","PL001","Starter",20.00,5,100,9855,769,239,"OVER_ALLOWANCE",192.5,NULL,NULL,NULL,NULL,NULL,NULL,False
4989,2817,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",70.00,"Paid","OK","Ryan","Walker","555-571756","Midwest","2025-03-05","Active","PL004","Premium",70.00,60,1200,10048,1205,237,"WITHIN_ALLOWANCE",16.4,NULL,NULL,NULL,NULL,NULL,NULL,False
4988,2817,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",70.00,"Paid","OK","Ryan","Walker","555-571756","Midwest","2025-03-05","Active","PL004","Premium",70.00,60,1200,4920,1252,126,"WITHIN_ALLOWANCE",8.0,NULL,NULL,NULL,NULL,NULL,NULL,False
4991,2818,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Jason","King","555-113187","Midwest","2025-08-27","Active","PL002","Standard",35.00,15,300,13270,130,267,"WITHIN_ALLOWANCE",86.4,NULL,NULL,NULL,NULL,NULL,NULL,False
4990,2818,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Jason","King","555-113187","Midwest","2025-08-27","Active","PL002","Standard",35.00,15,300,21021,785,69,"OVER_ALLOWANCE",136.9,NULL,NULL,NULL,NULL,NULL,NULL,False
4993,2819,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Overdue","REVENUE_LEAK","Sarah","Carter","555-863857","Southeast","2025-01-10","Active","PL003","Plus",50.00,30,600,14393,751,94,"WITHIN_ALLOWANCE",46.9,NULL,NULL,NULL,NULL,NULL,NULL,False
4992,2819,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Sarah","Carter","555-863857","Southeast","2025-01-10","Active","PL003","Plus",50.00,30,600,17907,71,125,"WITHIN_ALLOWANCE",58.3,2,2,"RESOLVED",29.0,NULL,NULL,False
4995,2820,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",70.00,"Paid","OK","George","Carter","555-613887","Southwest","2025-03-20","Active","PL004","Premium",70.00,60,1200,21711,123,39,"WITHIN_ALLOWANCE",35.3,NULL,NULL,NULL,NULL,NULL,NULL,False
4994,2820,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",70.00,"Paid","OK","George","Carter","555-613887","Southwest","2025-03-20","Active","PL004","Premium",70.00,60,1200,21675,101,242,"WITHIN_ALLOWANCE",35.3,NULL,NULL,NULL,NULL,NULL,NULL,False
4997,2821,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Emily","Roberts","555-119299","Southwest","2023-12-09","Active","PL002","Standard",35.00,15,300,14614,1407,217,"WITHIN_ALLOWANCE",95.1,NULL,NULL,NULL,NULL,NULL,NULL,False
4996,2821,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Emily","Roberts","555-119299","Southwest","2023-12-09","Active","PL002","Standard",35.00,15,300,15230,1089,40,"WITHIN_ALLOWANCE",99.2,1,0,"OPEN_NO_RESOLUTION",NULL,NULL,NULL,False
